CustomerKey;First Name;Last Name;Full Name;DateFirstPurchase;YearlyIncome;CommuteDistance;Customer City
25880;Jackson;Kumar;Jackson Kumar;2022-09-23 00:00:00.000;60000;10+ Miles;Redwood City
25881;Jennifer;Clark;Jennifer Clark;2023-01-04 00:00:00.000;60000;10+ Miles;San Carlos
25882;Edward;Roberts;Edward Roberts;2022-05-29 00:00:00.000;60000;10+ Miles;San Diego
25883;Luis;Carter;Luis Carter;2021-02-14 00:00:00.000;60000;2-5 Miles;Westminster
25884;Elijah;Evans;Elijah Evans;2022-06-10 00:00:00.000;40000;10+ Miles;Newton
25885;Hailey;Washington;Hailey Washington;2022-08-24 00:00:00.000;40000;10+ Miles;Sooke
25886;Rachel;Rogers;Rachel Rogers;2020-03-21 00:00:00.000;60000;2-5 Miles;Marysville
25887;Jack;Collins;Jack Collins;2020-03-04 00:00:00.000;60000;2-5 Miles;Puyallup
25888;Morgan;Edwards;Morgan Edwards;2020-03-09 00:00:00.000;60000;2-5 Miles;Tacoma
25889;Reginald;Munoz;Reginald Munoz;2020-03-12 00:00:00.000;60000;2-5 Miles;Burbank
25890;Chloe;Brown;Chloe Brown;2022-02-15 00:00:00.000;60000;10+ Miles;Burlingame
25891;Brandon;Johnson;Brandon Johnson;2020-04-30 00:00:00.000;80000;1-2 Miles;Woodland Hills
25892;Stephanie;Price;Stephanie Price;2021-02-12 00:00:00.000;60000;2-5 Miles;Port Hammond
25893;Alexia;Alexander;Alexia Alexander;2022-04-26 00:00:00.000;60000;10+ Miles;Bremerton
25894;Steve;Zeng;Steve Zeng;2022-07-26 00:00:00.000;60000;10+ Miles;Burbank
25895;Jesse;Richardson;Jesse Richardson;2020-04-04 00:00:00.000;40000;2-5 Miles;Oregon City
25896;Marissa;Coleman;Marissa Coleman;2022-06-25 00:00:00.000;70000;10+ Miles;Corvallis
25897;Kimberly;Bailey;Kimberly Bailey;2022-10-11 00:00:00.000;70000;10+ Miles;San Diego
25898;Brittney;Cai;Brittney Cai;2022-07-07 00:00:00.000;70000;2-5 Miles;Ballard
25899;Caitlin;Rogers;Caitlin Rogers;2022-03-11 00:00:00.000;70000;10+ Miles;Imperial Beach
25900;Haley;Sanders;Haley Sanders;2022-05-18 00:00:00.000;70000;10+ Miles;Olympia
25901;Lucas;Harris;Lucas Harris;2020-04-12 00:00:00.000;70000;2-5 Miles;Long Beach
25902;Cameron;Li;Cameron Li;2022-02-22 00:00:00.000;70000;10+ Miles;Redmond
25903;Marshall;Rai;Marshall Rai;2020-04-10 00:00:00.000;70000;2-5 Miles;Bellingham
25904;Ian;Collins;Ian Collins;2022-12-02 00:00:00.000;60000;10+ Miles;Issaquah
25905;Nathan;Hayes;Nathan Hayes;2020-04-05 00:00:00.000;60000;2-5 Miles;Mill Valley
25906;Crystal;Zhao;Crystal Zhao;2022-11-13 00:00:00.000;10000;1-2 Miles;Findon
25907;Kelli;Shen;Kelli Shen;2023-01-14 00:00:00.000;10000;1-2 Miles;Melton
25908;Melissa;Long;Melissa Long;2023-01-26 00:00:00.000;60000;1-2 Miles;Long Beach
25909;Chase;James;Chase James;2020-05-24 00:00:00.000;60000;5-10 Miles;National City
25910;Natalie;Miller;Natalie Miller;2020-05-28 00:00:00.000;60000;5-10 Miles;National City
25911;Alexandra;Sanders;Alexandra Sanders;2021-03-29 00:00:00.000;40000;1-2 Miles;Langford
25912;Walter;Rubio;Walter Rubio;2022-06-27 00:00:00.000;10000;1-2 Miles;Cranbourne
25913;Beth;Srini;Beth Srini;2022-11-14 00:00:00.000;10000;5-10 Miles;Lavender Bay
25914;Seth;Hughes;Seth Hughes;2022-08-27 00:00:00.000;30000;5-10 Miles;Seattle
25915;Paige;Bryant;Paige Bryant;2022-10-27 00:00:00.000;30000;1-2 Miles;Seattle
25916;Naomi;Serrano;Naomi Serrano;2020-05-13 00:00:00.000;60000;5-10 Miles;Burbank
25917;Kyle;Long;Kyle Long;2020-05-01 00:00:00.000;60000;1-2 Miles;El Cajon
25918;Carly;Anand;Carly Anand;2020-10-26 00:00:00.000;30000;5-10 Miles;Coffs Harbour
25919;Dana;Ramos;Dana Ramos;2020-10-08 00:00:00.000;30000;1-2 Miles;Goulburn
25920;Orlando;Gutierrez;Orlando Gutierrez;2020-10-18 00:00:00.000;40000;1-2 Miles;South Melbourne
25921;Colin;Shan;Colin Shan;2020-10-21 00:00:00.000;30000;5-10 Miles;Rhodes
25922;Veronica;Malhotra;Veronica Malhotra;2020-11-24 00:00:00.000;30000;5-10 Miles;Sydney
25923;Mason;Parker;Mason Parker;2022-02-02 00:00:00.000;10000;5-10 Miles;Hobart
25924;Hannah;Robinson;Hannah Robinson;2020-05-13 00:00:00.000;70000;0-1 Miles;Redwood City
25925;Brianna;Cooper;Brianna Cooper;2022-04-29 00:00:00.000;40000;1-2 Miles;Cliffside
25926;Larry;Gutierrez;Larry Gutierrez;2020-11-04 00:00:00.000;20000;5-10 Miles;Newcastle
25927;Tiffany;Guo;Tiffany Guo;2020-10-29 00:00:00.000;20000;5-10 Miles;North Sydney
25928;Mario;Sharma;Mario Sharma;2020-11-03 00:00:00.000;20000;5-10 Miles;Port Macquarie
25929;Alexandra;Gray;Alexandra Gray;2022-04-10 00:00:00.000;40000;1-2 Miles;Lynnwood
25930;Ethan;Harris;Ethan Harris;2022-06-05 00:00:00.000;40000;5-10 Miles;Lynnwood
25931;Ryan;Henderson;Ryan Henderson;2022-07-24 00:00:00.000;40000;5-10 Miles;Port Orchard
25932;Marcus;Rodriguez;Marcus Rodriguez;2023-01-21 00:00:00.000;40000;1-2 Miles;Portland
25933;Dalton;Stewart;Dalton Stewart;2022-08-28 00:00:00.000;60000;1-2 Miles;Fremont
25934;Luke;King;Luke King;2022-12-30 00:00:00.000;70000;0-1 Miles;Lincoln Acres
25935;April;Tang;April Tang;2020-11-10 00:00:00.000;20000;1-2 Miles;Lane Cove
25936;Deanna;Schmidt;Deanna Schmidt;2020-11-05 00:00:00.000;20000;5-10 Miles;Perth
25937;Jon;Yuan;Jon Yuan;2020-11-07 00:00:00.000;20000;1-2 Miles;Springwood
25938;Marvin;Gutierrez;Marvin Gutierrez;2020-11-25 00:00:00.000;30000;5-10 Miles;Brisbane
25939;Willie;Tang;Willie Tang;2020-12-11 00:00:00.000;20000;5-10 Miles;Sunbury
25940;Gerald;Arun;Gerald Arun;2020-12-18 00:00:00.000;20000;5-10 Miles;Springwood
25941;Molly;Perez;Molly Perez;2020-12-16 00:00:00.000;20000;1-2 Miles;East Brisbane
25942;Brianna;Brooks;Brianna Brooks;2020-05-16 00:00:00.000;60000;1-2 Miles;San Diego
25943;Brianna;McDonald;Brianna McDonald;2020-06-12 00:00:00.000;70000;0-1 Miles;Novato
25944;Ronald;Perez;Ronald Perez;2020-12-10 00:00:00.000;20000;5-10 Miles;Geelong
25945;Brent;Guo;Brent Guo;2020-12-22 00:00:00.000;30000;5-10 Miles;Sydney
25946;Britta;Simon;Britta Simon;2020-12-26 00:00:00.000;40000;5-10 Miles;Wollongong
25947;Sam;Wilson;Sam Wilson;2020-12-08 00:00:00.000;40000;5-10 Miles;Geelong
25948;Christine;Stone;Christine Stone;2020-12-21 00:00:00.000;40000;5-10 Miles;East Brisbane
25949;Summer;Raman;Summer Raman;2020-12-03 00:00:00.000;40000;5-10 Miles;Silverwater
25950;Kyle;Kumar;Kyle Kumar;2022-12-18 00:00:00.000;40000;5-10 Miles;Marysville
25951;Anthony;Anderson;Anthony Anderson;2020-06-12 00:00:00.000;40000;1-2 Miles;Beverly Hills
25952;Jon;Alonso;Jon Alonso;2020-06-04 00:00:00.000;40000;1-2 Miles;Colma
25953;Hunter;Butler;Hunter Butler;2022-03-28 00:00:00.000;40000;5-10 Miles;Concord
25954;Noah;Carter;Noah Carter;2022-05-27 00:00:00.000;60000;1-2 Miles;San Gabriel
25955;Anna;Robinson;Anna Robinson;2020-06-19 00:00:00.000;60000;1-2 Miles;Santa Monica
25956;Charles;Ramirez;Charles Ramirez;2022-07-27 00:00:00.000;50000;5-10 Miles;Corvallis
25957;Stephanie;Washington;Stephanie Washington;2022-06-14 00:00:00.000;60000;1-2 Miles;Woodland Hills
25958;Alfredo;Ortega;Alfredo Ortega;2021-01-07 00:00:00.000;80000;5-10 Miles;North Ryde
25959;Katherine;Hall;Katherine Hall;2022-04-08 00:00:00.000;60000;1-2 Miles;Lemon Grove
25960;Willie;Cai;Willie Cai;2021-01-22 00:00:00.000;70000;5-10 Miles;Hobart
25961;Ricardo;Goel;Ricardo Goel;2020-12-31 00:00:00.000;70000;5-10 Miles;Sunbury
25962;Jordyn;Jenkins;Jordyn Jenkins;2020-06-29 00:00:00.000;80000;0-1 Miles;Lynnwood
25963;Charles;Morris;Charles Morris;2023-01-03 00:00:00.000;60000;5-10 Miles;Kirkland
25964;Christopher;Winston;Christopher Winston;2020-06-12 00:00:00.000;60000;1-2 Miles;Lake Oswego
25965;Andrea;Roberts;Andrea Roberts;2022-05-14 00:00:00.000;130000;1-2 Miles;Newport Beach
25966;Alex;Watson;Alex Watson;2022-07-07 00:00:00.000;130000;0-1 Miles;San Diego
25967;Alexis;Martinez;Alexis Martinez;2022-07-01 00:00:00.000;70000;5-10 Miles;Mill Valley
25968;Benjamin;Powell;Benjamin Powell;2022-11-18 00:00:00.000;60000;10+ Miles;Oregon City
25969;Jason;Parker;Jason Parker;2020-06-14 00:00:00.000;60000;0-1 Miles;Glendale
25970;Hailey;James;Hailey James;2020-06-25 00:00:00.000;60000;0-1 Miles;Edmonds
25971;Savannah;Young;Savannah Young;2021-03-20 00:00:00.000;70000;2-5 Miles;Oak Bay
25972;Jocelyn;Henderson;Jocelyn Henderson;2020-06-02 00:00:00.000;70000;0-1 Miles;W. Linn
25973;Mariah;Griffin;Mariah Griffin;2020-06-03 00:00:00.000;70000;0-1 Miles;Lebanon
25974;Noah;Jai;Noah Jai;2020-06-20 00:00:00.000;70000;2-5 Miles;Glendale
25975;Ebony;Gutierrez;Ebony Gutierrez;2020-06-02 00:00:00.000;70000;0-1 Miles;Bremerton
25976;Hunter;Coleman;Hunter Coleman;2020-06-14 00:00:00.000;70000;0-1 Miles;El Cajon
25977;Jenna;Lopez;Jenna Lopez;2020-07-03 00:00:00.000;60000;2-5 Miles;Woodland Hills
25978;Morgan;Perez;Morgan Perez;2020-07-15 00:00:00.000;90000;0-1 Miles;La Jolla
25979;Miguel;Edwards;Miguel Edwards;2020-07-11 00:00:00.000;70000;2-5 Miles;Beaverton
25980;Julia;Jones;Julia Jones;2020-07-14 00:00:00.000;70000;2-5 Miles;Renton
25981;Isaiah;Howard;Isaiah Howard;2021-03-14 00:00:00.000;70000;2-5 Miles;Sooke
25982;Rebecca;Phillips;Rebecca Phillips;2020-07-24 00:00:00.000;70000;0-1 Miles;Yakima
25983;Jack;Alexander;Jack Alexander;2022-08-11 00:00:00.000;70000;0-1 Miles;Oregon City
25984;Isabella;Wright;Isabella Wright;2020-07-08 00:00:00.000;60000;2-5 Miles;Lemon Grove
25985;Justin;Harris;Justin Harris;2020-07-11 00:00:00.000;60000;0-1 Miles;Novato
25986;Isabel;Bryant;Isabel Bryant;2020-08-07 00:00:00.000;60000;0-1 Miles;Sedro Woolley
25987;Hunter;Kumar;Hunter Kumar;2020-08-10 00:00:00.000;40000;0-1 Miles;Bellflower
25988;Victor;Muñoz;Victor Muñoz;2022-08-22 00:00:00.000;40000;2-5 Miles;Beaverton
25989;Jeremy;Price;Jeremy Price;2021-04-20 00:00:00.000;70000;2-5 Miles;Sooke
25990;Jenna;Parker;Jenna Parker;2020-08-16 00:00:00.000;70000;0-1 Miles;Portland
25991;Arianna;Hayes;Arianna Hayes;2021-04-06 00:00:00.000;70000;2-5 Miles;Langley
25992;Stephanie;Flores;Stephanie Flores;2021-04-18 00:00:00.000;70000;0-1 Miles;Victoria
25993;Heidi;Chandra;Heidi Chandra;2020-08-26 00:00:00.000;40000;10+ Miles;Bellingham
25994;Richard;Garcia;Richard Garcia;2020-08-05 00:00:00.000;40000;2-5 Miles;W. Linn
25995;Jack;Phillips;Jack Phillips;2021-06-26 00:00:00.000;40000;0-1 Miles;Royal Oak
25996;Faith;Murphy;Faith Murphy;2020-08-28 00:00:00.000;60000;0-1 Miles;West Covina
25997;Katherine;Wright;Katherine Wright;2020-09-08 00:00:00.000;60000;0-1 Miles;Mill Valley
25998;Richard;Rivera;Richard Rivera;2020-09-14 00:00:00.000;60000;2-5 Miles;Redmond
25999;Joshua;Thompson;Joshua Thompson;2021-06-25 00:00:00.000;40000;2-5 Miles;Westminster
26000;Connor;Lopez;Connor Lopez;2022-06-01 00:00:00.000;40000;0-1 Miles;Santa Monica
26001;Nicholas;Lee;Nicholas Lee;2020-09-23 00:00:00.000;50000;2-5 Miles;Corvallis
26002;Samuel;Walker;Samuel Walker;2020-09-28 00:00:00.000;50000;0-1 Miles;Salem
26003;Denise;Subram;Denise Subram;2020-09-10 00:00:00.000;60000;2-5 Miles;Chula Vista
26004;Arthur;Washington;Arthur Washington;2020-09-11 00:00:00.000;60000;0-1 Miles;Oakland
26005;Elizabeth;Clark;Elizabeth Clark;2020-09-14 00:00:00.000;60000;0-1 Miles;Portland
26006;Garrett;Peterson;Garrett Peterson;2022-11-25 00:00:00.000;60000;2-5 Miles;Ballard
26007;Jesse;Morgan;Jesse Morgan;2022-06-07 00:00:00.000;60000;0-1 Miles;Novato
26008;Jennifer;Gonzales;Jennifer Gonzales;2023-01-20 00:00:00.000;70000;10+ Miles;Downey
26009;Luis;Foster;Luis Foster;2022-12-28 00:00:00.000;70000;10+ Miles;Downey
26010;Morgan;Campbell;Morgan Campbell;2022-03-02 00:00:00.000;70000;10+ Miles;Bremerton
26011;Daisuke;Yanagishima;Daisuke Yanagishima;2020-09-05 00:00:00.000;80000;0-1 Miles;Burlingame
26012;Mark;Bebbington;Mark Bebbington;2020-10-08 00:00:00.000;80000;2-5 Miles;National City
26013;Victoria;Taylor;Victoria Taylor;2021-07-17 00:00:00.000;60000;2-5 Miles;Newton
26014;Olivia;Torres;Olivia Torres;2020-10-14 00:00:00.000;60000;0-1 Miles;Palo Alto
26015;Gabriel;Chow;Gabriel Chow;2020-10-04 00:00:00.000;60000;2-5 Miles;La Jolla
26016;Fernando;King;Fernando King;2020-10-17 00:00:00.000;60000;0-1 Miles;Berkeley
26017;Derrick;Alonso;Derrick Alonso;2022-02-03 00:00:00.000;70000;0-1 Miles;Burbank
26018;Zachary;Thompson;Zachary Thompson;2020-10-23 00:00:00.000;80000;0-1 Miles;Lynnwood
26019;Luis;Allen;Luis Allen;2021-01-03 00:00:00.000;80000;0-1 Miles;Warrnambool
26020;Barry;Lopez;Barry Lopez;2021-01-08 00:00:00.000;100000;0-1 Miles;Geelong
26021;Meghan;Gutierrez;Meghan Gutierrez;2021-01-23 00:00:00.000;100000;0-1 Miles;Springwood
26022;Jamie;Gao;Jamie Gao;2021-01-27 00:00:00.000;100000;2-5 Miles;East Brisbane
26023;Crystal;Huang;Crystal Huang;2021-01-07 00:00:00.000;60000;0-1 Miles;Gold Coast
26024;Jill;Gutierrez;Jill Gutierrez;2021-02-08 00:00:00.000;80000;0-1 Miles;Malabar
26025;Aimee;Zhang;Aimee Zhang;2021-02-28 00:00:00.000;90000;0-1 Miles;Caloundra
26026;Cindy;Srini;Cindy Srini;2022-03-07 00:00:00.000;70000;10+ Miles;Townsville
26027;Michele;Luo;Michele Luo;2021-02-27 00:00:00.000;110000;1-2 Miles;Findon
26028;Brandy;Garcia;Brandy Garcia;2021-02-28 00:00:00.000;130000;2-5 Miles;Sydney
26029;Roy;Vazquez;Roy Vazquez;2021-02-23 00:00:00.000;80000;0-1 Miles;Bendigo
26030;Rebekah;Subram;Rebekah Subram;2022-06-15 00:00:00.000;60000;5-10 Miles;Wollongong
26031;Katrina;Kumar;Katrina Kumar;2023-01-25 00:00:00.000;60000;0-1 Miles;Townsville
26032;Leslie;Ruiz;Leslie Ruiz;2022-02-05 00:00:00.000;70000;10+ Miles;Rhodes
26033;Danny;Vazquez;Danny Vazquez;2021-02-06 00:00:00.000;70000;5-10 Miles;East Brisbane
26034;Rosa;Gao;Rosa Gao;2022-08-28 00:00:00.000;60000;0-1 Miles;Hervey Bay
26035;Shannon;Vazquez;Shannon Vazquez;2022-07-19 00:00:00.000;60000;5-10 Miles;South Melbourne
26036;Haley;Wright;Haley Wright;2022-11-04 00:00:00.000;60000;5-10 Miles;Goulburn
26037;Erik;Dominguez;Erik Dominguez;2022-02-21 00:00:00.000;20000;1-2 Miles;High Wycombe
26038;Nicole;Flores;Nicole Flores;2022-08-29 00:00:00.000;30000;2-5 Miles;Werne
26039;Robert;Garcia;Robert Garcia;2022-11-05 00:00:00.000;60000;5-10 Miles;W. Linn
26040;Ana;Butler;Ana Butler;2021-07-15 00:00:00.000;70000;5-10 Miles;Langley
26041;Gloria;Torres;Gloria Torres;2020-09-30 00:00:00.000;70000;0-1 Miles;Bellingham
26042;Devin;Griffin;Devin Griffin;2020-10-10 00:00:00.000;90000;2-5 Miles;Long Beach
26043;Jodi;Becker;Jodi Becker;2022-10-29 00:00:00.000;80000;5-10 Miles;Bremerton
26044;Gavin;Hughes;Gavin Hughes;2022-04-20 00:00:00.000;80000;1-2 Miles;San Gabriel
26045;Samuel;Jenkins;Samuel Jenkins;2022-09-29 00:00:00.000;80000;1-2 Miles;Milwaukie
26046;Kara;Kumar;Kara Kumar;2022-10-04 00:00:00.000;80000;5-10 Miles;Bellflower
26047;Ashley;Hall;Ashley Hall;2022-05-20 00:00:00.000;80000;5-10 Miles;Issaquah
26048;Brad;Oliver;Brad Oliver;2022-07-25 00:00:00.000;60000;5-10 Miles;Concord
26049;Christopher;White;Christopher White;2021-07-02 00:00:00.000;60000;1-2 Miles;Cliffside
26050;Clarence;Ye;Clarence Ye;2020-10-02 00:00:00.000;60000;1-2 Miles;Bremerton
26051;Joshua;Williams;Joshua Williams;2022-12-25 00:00:00.000;40000;5-10 Miles;Oak Bay
26052;Carolyn;Subram;Carolyn Subram;2022-05-19 00:00:00.000;90000;2-5 Miles;Burien
26053;Austin;Anderson;Austin Anderson;2022-03-19 00:00:00.000;100000;2-5 Miles;Edmonds
26054;Dylan;Lee;Dylan Lee;2022-03-31 00:00:00.000;100000;0-1 Miles;Marysville
26055;Ethan;Foster;Ethan Foster;2020-10-20 00:00:00.000;100000;2-5 Miles;Yakima
26056;Karen;Zeng;Karen Zeng;2020-11-04 00:00:00.000;100000;2-5 Miles;Bellflower
26057;Barry;Subram;Barry Subram;2020-11-21 00:00:00.000;110000;2-5 Miles;Burbank
26058;Faith;Stewart;Faith Stewart;2020-11-21 00:00:00.000;120000;2-5 Miles;Downey
26059;Andrew;Anderson;Andrew Anderson;2022-05-14 00:00:00.000;130000;0-1 Miles;Palo Alto
26060;Kyle;Edwards;Kyle Edwards;2020-11-20 00:00:00.000;130000;0-1 Miles;San Gabriel
26061;Connor;Butler;Connor Butler;2020-11-10 00:00:00.000;170000;1-2 Miles;Woodland Hills
26062;Chad;Raji;Chad Raji;2022-05-18 00:00:00.000;80000;2-5 Miles;Ballard
26063;Wesley;Lu;Wesley Lu;2022-10-29 00:00:00.000;80000;0-1 Miles;Bellingham
26064;Logan;Scott;Logan Scott;2022-06-28 00:00:00.000;100000;2-5 Miles;Spokane
26065;Chloe;Powell;Chloe Powell;2022-10-17 00:00:00.000;110000;1-2 Miles;Berkeley
26066;Elizabeth;Martinez;Elizabeth Martinez;2020-11-22 00:00:00.000;70000;0-1 Miles;Berkeley
26067;Erin;Morgan;Erin Morgan;2022-11-18 00:00:00.000;70000;0-1 Miles;Lemon Grove
26068;Dylan;Patterson;Dylan Patterson;2022-11-04 00:00:00.000;70000;5-10 Miles;Olympia
26069;Jessica;Foster;Jessica Foster;2022-03-05 00:00:00.000;70000;0-1 Miles;Langley
26070;Elijah;Patterson;Elijah Patterson;2020-11-20 00:00:00.000;90000;5-10 Miles;Bellflower
26071;Brittany;Henderson;Brittany Henderson;2022-04-22 00:00:00.000;80000;1-2 Miles;Concord
26072;Kelli;Zhang;Kelli Zhang;2022-12-08 00:00:00.000;80000;5-10 Miles;Beverly Hills
26073;Julia;Adams;Julia Adams;2022-11-27 00:00:00.000;50000;1-2 Miles;Shawnee
26074;Isaac;Reed;Isaac Reed;2022-08-25 00:00:00.000;80000;2-5 Miles;Vancouver
26075;Jessica;Walker;Jessica Walker;2020-11-18 00:00:00.000;90000;2-5 Miles;Walla Walla
26076;Kelly;Ross;Kelly Ross;2022-06-21 00:00:00.000;80000;5-10 Miles;Langford
26077;Isaac;Collins;Isaac Collins;2022-11-24 00:00:00.000;80000;5-10 Miles;Sooke
26078;Alberto;Dominguez;Alberto Dominguez;2022-02-24 00:00:00.000;90000;1-2 Miles;Bellingham
26079;Ryan;Robinson;Ryan Robinson;2022-07-14 00:00:00.000;90000;5-10 Miles;Bellingham
26080;Sydney;Roberts;Sydney Roberts;2022-06-09 00:00:00.000;100000;5-10 Miles;Everett
26081;Edward;Green;Edward Green;2022-03-12 00:00:00.000;100000;1-2 Miles;Seattle
26082;Christian;Johnson;Christian Johnson;2020-11-03 00:00:00.000;130000;2-5 Miles;Lemon Grove
26083;Alyssa;Smith;Alyssa Smith;2020-11-27 00:00:00.000;150000;2-5 Miles;San Gabriel
26084;Luke;Jenkins;Luke Jenkins;2020-11-28 00:00:00.000;160000;2-5 Miles;Spring Valley
26085;Ian;Powell;Ian Powell;2022-06-17 00:00:00.000;70000;5-10 Miles;Newton
26086;Sean;Cox;Sean Cox;2022-10-21 00:00:00.000;80000;5-10 Miles;Issaquah
26087;Ashley;Price;Ashley Price;2022-10-11 00:00:00.000;90000;5-10 Miles;Milwaukie
26088;Ethan;Perry;Ethan Perry;2022-09-13 00:00:00.000;90000;5-10 Miles;Seattle
26089;Terry;Rai;Terry Rai;2020-11-10 00:00:00.000;110000;2-5 Miles;Bellflower
26090;Mathew;Moreno;Mathew Moreno;2020-11-02 00:00:00.000;110000;5-10 Miles;Bellflower
26091;Chloe;Bennett;Chloe Bennett;2020-11-11 00:00:00.000;160000;2-5 Miles;Santa Monica
26092;Devin;Morgan;Devin Morgan;2022-12-15 00:00:00.000;80000;5-10 Miles;Bellingham
26093;Nicole;Washington;Nicole Washington;2020-11-21 00:00:00.000;60000;1-2 Miles;El Cajon
26094;Sarah;Butler;Sarah Butler;2020-11-02 00:00:00.000;60000;1-2 Miles;Oakland
26095;Trinity;Kelly;Trinity Kelly;2022-08-12 00:00:00.000;70000;5-10 Miles;Shawnee
26096;Kevin;Wright;Kevin Wright;2020-12-22 00:00:00.000;90000;10+ Miles;Burbank
26097;Robert;Flores;Robert Flores;2020-12-21 00:00:00.000;130000;2-5 Miles;San Francisco
26098;Daniel;Lee;Daniel Lee;2020-12-28 00:00:00.000;130000;2-5 Miles;West Covina
26099;Christina;Bell;Christina Bell;2022-05-16 00:00:00.000;40000;1-2 Miles;Port Hammond
26100;James;Ptaszynski;James Ptaszynski;2023-01-15 00:00:00.000;40000;5-10 Miles;Shawnee
26101;Phillip;Smith;Phillip Smith;2022-07-08 00:00:00.000;50000;5-10 Miles;Bellingham
26102;Ana;Wood;Ana Wood;2022-03-31 00:00:00.000;90000;1-2 Miles;Beaverton
26103;Jack;Yang;Jack Yang;2023-01-07 00:00:00.000;90000;5-10 Miles;Edmonds
26104;Timothy;Edwards;Timothy Edwards;2022-08-21 00:00:00.000;100000;1-2 Miles;Portland
26105;Morgan;Gonzales;Morgan Gonzales;2022-06-12 00:00:00.000;110000;2-5 Miles;Colma
26106;Connor;King;Connor King;2020-12-19 00:00:00.000;120000;5-10 Miles;Los Angeles
26107;Alexis;Thomas;Alexis Thomas;2020-12-04 00:00:00.000;130000;0-1 Miles;Newport Beach
26108;Dylan;Thompson;Dylan Thompson;2023-01-05 00:00:00.000;170000;2-5 Miles;San Gabriel
26109;Dalton;Rodriguez;Dalton Rodriguez;2022-10-22 00:00:00.000;70000;5-10 Miles;San Diego
26110;James;Alexander;James Alexander;2020-12-11 00:00:00.000;70000;1-2 Miles;Burien
26111;Sarah;Coleman;Sarah Coleman;2020-12-18 00:00:00.000;70000;5-10 Miles;Long Beach
26112;Luke;Perry;Luke Perry;2020-12-08 00:00:00.000;70000;5-10 Miles;Walla Walla
26113;Caitlin;Rivera;Caitlin Rivera;2021-08-04 00:00:00.000;70000;5-10 Miles;Oak Bay
26114;Isaac;Peterson;Isaac Peterson;2020-12-12 00:00:00.000;70000;5-10 Miles;Berkeley
26115;Savannah;Mitchell;Savannah Mitchell;2021-08-29 00:00:00.000;70000;1-2 Miles;Cliffside
26116;Ashley;Martin;Ashley Martin;2020-12-17 00:00:00.000;70000;1-2 Miles;Ballard
26117;Samuel;Wright;Samuel Wright;2022-05-23 00:00:00.000;40000;5-10 Miles;Chula Vista
26118;Ashley;Butler;Ashley Butler;2022-06-18 00:00:00.000;40000;5-10 Miles;Oakland
26119;Danielle;Gray;Danielle Gray;2022-12-15 00:00:00.000;40000;5-10 Miles;Beverly Hills
26120;Miguel;Lewis;Miguel Lewis;2021-01-24 00:00:00.000;40000;1-2 Miles;Chula Vista
26121;Madeline;Nelson;Madeline Nelson;2021-01-14 00:00:00.000;40000;1-2 Miles;Novato
26122;Lauren;Gonzales;Lauren Gonzales;2022-12-19 00:00:00.000;40000;5-10 Miles;Los Angeles
26123;Isabella;Scott;Isabella Scott;2022-02-10 00:00:00.000;40000;5-10 Miles;National City
26124;Riley;James;Riley James;2022-06-11 00:00:00.000;40000;5-10 Miles;Concord
26125;Sara;Roberts;Sara Roberts;2022-06-03 00:00:00.000;40000;5-10 Miles;Spokane
26126;Alexandra;Bell;Alexandra Bell;2022-12-11 00:00:00.000;30000;5-10 Miles;Los Angeles
26127;Terry;Chander;Terry Chander;2021-01-06 00:00:00.000;30000;5-10 Miles;Bellevue
26128;Samuel;Phillips;Samuel Phillips;2022-07-07 00:00:00.000;30000;5-10 Miles;Oakland
26129;Jodi;Anand;Jodi Anand;2022-12-16 00:00:00.000;60000;0-1 Miles;Coffs Harbour
26130;Ronnie;Liu;Ronnie Liu;2022-03-23 00:00:00.000;60000;10+ Miles;Hobart
26131;Lawrence;Suarez;Lawrence Suarez;2021-02-06 00:00:00.000;60000;5-10 Miles;Sunbury
26132;Shelby;Ward;Shelby Ward;2022-01-31 00:00:00.000;70000;5-10 Miles;Cranbourne
26133;Jesse;Hall;Jesse Hall;2021-02-08 00:00:00.000;70000;5-10 Miles;Melton
26134;Bridget;Goel;Bridget Goel;2021-02-01 00:00:00.000;90000;1-2 Miles;Hawthorne
26135;Erica;Sun;Erica Sun;2021-03-19 00:00:00.000;90000;1-2 Miles;Malabar
26136;Tabitha;Gonzalez;Tabitha Gonzalez;2022-08-10 00:00:00.000;90000;0-1 Miles;Matraville
26137;Joshua;Clark;Joshua Clark;2022-09-06 00:00:00.000;90000;0-1 Miles;Rockhampton
26138;Latoya;Chander;Latoya Chander;2021-03-29 00:00:00.000;70000;5-10 Miles;Newcastle
26139;Derek;Nara;Derek Nara;2022-03-02 00:00:00.000;60000;5-10 Miles;Matraville
26140;Emily;Long;Emily Long;2021-03-22 00:00:00.000;100000;1-2 Miles;Coffs Harbour
26141;Jorge;Zhu;Jorge Zhu;2022-02-07 00:00:00.000;110000;1-2 Miles;Townsville
26142;Micheal;Dominguez;Micheal Dominguez;2021-03-25 00:00:00.000;60000;5-10 Miles;Geelong
26143;Michele;Mehta;Michele Mehta;2022-07-04 00:00:00.000;90000;5-10 Miles;Lavender Bay
26144;Cassidy;Russell;Cassidy Russell;2022-05-05 00:00:00.000;40000;5-10 Miles;Sunbury
26145;Calvin;Shen;Calvin Shen;2022-07-07 00:00:00.000;70000;0-1 Miles;Brisbane
